"","GEOID","Place","race","estimate","year"
"4584","2421325","Cumberland city","pac_islander",2,"2020"
"4585","2421325","Cumberland city","hispanic",397,"2020"
"4586","2421475","Damascus CDP","total",17105,"2020"
"4587","2421475","Damascus CDP","white",12856,"2020"
"4588","2421475","Damascus CDP","black",1186,"2020"
"4589","2421475","Damascus CDP","native_am",0,"2020"
"4590","2421475","Damascus CDP","asian",1068,"2020"
"4591","2421475","Damascus CDP","pac_islander",0,"2020"
"4592","2421475","Damascus CDP","hispanic",2250,"2020"
"4593","2421550","Dames Quarter CDP","total",105,"2020"
"4594","2421550","Dames Quarter CDP","white",105,"2020"
"4595","2421550","Dames Quarter CDP","black",0,"2020"
"4596","2421550","Dames Quarter CDP","native_am",0,"2020"
"4597","2421550","Dames Quarter CDP","asian",0,"2020"
"4598","2421550","Dames Quarter CDP","pac_islander",0,"2020"
"4599","2421550","Dames Quarter CDP","hispanic",0,"2020"
"4600","2421675","Danville CDP","total",526,"2020"
"4601","2421675","Danville CDP","white",526,"2020"
"4602","2421675","Danville CDP","black",0,"2020"
"4603","2421675","Danville CDP","native_am",0,"2020"
"4604","2421675","Danville CDP","asian",0,"2020"
"4605","2421675","Danville CDP","pac_islander",0,"2020"
"4606","2421675","Danville CDP","hispanic",0,"2020"
"4607","2421750","Dargan CDP","total",202,"2020"
"4608","2421750","Dargan CDP","white",202,"2020"
"4609","2421750","Dargan CDP","black",0,"2020"
"4610","2421750","Dargan CDP","native_am",0,"2020"
"4611","2421750","Dargan CDP","asian",0,"2020"
"4612","2421750","Dargan CDP","pac_islander",0,"2020"
"4613","2421750","Dargan CDP","hispanic",0,"2020"
"4614","2421800","Darlington CDP","total",522,"2020"
"4615","2421800","Darlington CDP","white",488,"2020"
"4616","2421800","Darlington CDP","black",0,"2020"
"4617","2421800","Darlington CDP","native_am",12,"2020"
"4618","2421800","Darlington CDP","asian",0,"2020"
"4619","2421800","Darlington CDP","pac_islander",0,"2020"
"4620","2421800","Darlington CDP","hispanic",23,"2020"
"4621","2421825","Darnestown CDP","total",6754,"2020"
"4622","2421825","Darnestown CDP","white",5021,"2020"
"4623","2421825","Darnestown CDP","black",320,"2020"
"4624","2421825","Darnestown CDP","native_am",3,"2020"
"4625","2421825","Darnestown CDP","asian",1195,"2020"
"4626","2421825","Darnestown CDP","pac_islander",0,"2020"
"4627","2421825","Darnestown CDP","hispanic",250,"2020"
"4628","2421925","Dawson CDP","total",52,"2020"
"4629","2421925","Dawson CDP","white",52,"2020"
"4630","2421925","Dawson CDP","black",0,"2020"
"4631","2421925","Dawson CDP","native_am",0,"2020"
"4632","2421925","Dawson CDP","asian",0,"2020"
"4633","2421925","Dawson CDP","pac_islander",0,"2020"
"4634","2421925","Dawson CDP","hispanic",0,"2020"
"4635","2422050","Deale CDP","total",4592,"2020"
"4636","2422050","Deale CDP","white",3934,"2020"
"4637","2422050","Deale CDP","black",280,"2020"
"4638","2422050","Deale CDP","native_am",37,"2020"
"4639","2422050","Deale CDP","asian",69,"2020"
"4640","2422050","Deale CDP","pac_islander",0,"2020"
"4641","2422050","Deale CDP","hispanic",171,"2020"
"4642","2422100","Deal Island CDP","total",316,"2020"
"4643","2422100","Deal Island CDP","white",292,"2020"
"4644","2422100","Deal Island CDP","black",8,"2020"
"4645","2422100","Deal Island CDP","native_am",0,"2020"
"4646","2422100","Deal Island CDP","asian",0,"2020"
"4647","2422100","Deal Island CDP","pac_islander",0,"2020"
"4648","2422100","Deal Island CDP","hispanic",0,"2020"
"4649","2422275","Deer Park town","total",332,"2020"
"4650","2422275","Deer Park town","white",332,"2020"
"4651","2422275","Deer Park town","black",0,"2020"
"4652","2422275","Deer Park town","native_am",0,"2020"
"4653","2422275","Deer Park town","asian",0,"2020"
"4654","2422275","Deer Park town","pac_islander",0,"2020"
"4655","2422275","Deer Park town","hispanic",0,"2020"
"4656","2422600","Delmar town","total",3321,"2020"
"4657","2422600","Delmar town","white",1588,"2020"
"4658","2422600","Delmar town","black",816,"2020"
"4659","2422600","Delmar town","native_am",14,"2020"
"4660","2422600","Delmar town","asian",298,"2020"
"4661","2422600","Delmar town","pac_islander",0,"2020"
"4662","2422600","Delmar town","hispanic",243,"2020"
"4663","2422725","Denton town","total",4488,"2020"
"4664","2422725","Denton town","white",2575,"2020"
"4665","2422725","Denton town","black",1485,"2020"
"4666","2422725","Denton town","native_am",0,"2020"
"4667","2422725","Denton town","asian",26,"2020"
"4668","2422725","Denton town","pac_islander",0,"2020"
"4669","2422725","Denton town","hispanic",172,"2020"
"4670","2422775","Derwood CDP","total",1644,"2020"
"4671","2422775","Derwood CDP","white",917,"2020"
"4672","2422775","Derwood CDP","black",93,"2020"
"4673","2422775","Derwood CDP","native_am",16,"2020"
"4674","2422775","Derwood CDP","asian",417,"2020"
"4675","2422775","Derwood CDP","pac_islander",10,"2020"
"4676","2422775","Derwood CDP","hispanic",253,"2020"
"4677","2422825","Detmold CDP","total",256,"2020"
"4678","2422825","Detmold CDP","white",256,"2020"
"4679","2422825","Detmold CDP","black",0,"2020"
"4680","2422825","Detmold CDP","native_am",0,"2020"
"4681","2422825","Detmold CDP","asian",0,"2020"
"4682","2422825","Detmold CDP","pac_islander",0,"2020"
"4683","2422825","Detmold CDP","hispanic",0,"2020"
"4684","2423025","District Heights city","total",5996,"2020"
"4685","2423025","District Heights city","white",104,"2020"
"4686","2423025","District Heights city","black",5494,"2020"
"4687","2423025","District Heights city","native_am",0,"2020"
"4688","2423025","District Heights city","asian",19,"2020"
"4689","2423025","District Heights city","pac_islander",7,"2020"
"4690","2423025","District Heights city","hispanic",349,"2020"
"4691","2423500","Downsville CDP","total",863,"2020"
"4692","2423500","Downsville CDP","white",863,"2020"
"4693","2423500","Downsville CDP","black",0,"2020"
"4694","2423500","Downsville CDP","native_am",0,"2020"
"4695","2423500","Downsville CDP","asian",0,"2020"
"4696","2423500","Downsville CDP","pac_islander",0,"2020"
"4697","2423500","Downsville CDP","hispanic",0,"2020"
"4698","2423700","Drum Point CDP","total",2534,"2020"
"4699","2423700","Drum Point CDP","white",2427,"2020"
"4700","2423700","Drum Point CDP","black",0,"2020"
"4701","2423700","Drum Point CDP","native_am",0,"2020"
"4702","2423700","Drum Point CDP","asian",29,"2020"
"4703","2423700","Drum Point CDP","pac_islander",0,"2020"
"4704","2423700","Drum Point CDP","hispanic",75,"2020"
"4705","2423975","Dundalk CDP","total",63826,"2020"
"4706","2423975","Dundalk CDP","white",48059,"2020"
"4707","2423975","Dundalk CDP","black",9107,"2020"
"4708","2423975","Dundalk CDP","native_am",470,"2020"
"4709","2423975","Dundalk CDP","asian",1816,"2020"
"4710","2423975","Dundalk CDP","pac_islander",32,"2020"
"4711","2423975","Dundalk CDP","hispanic",5901,"2020"
"4712","2424050","Dunkirk CDP","total",2175,"2020"
"4713","2424050","Dunkirk CDP","white",1986,"2020"
"4714","2424050","Dunkirk CDP","black",73,"2020"
"4715","2424050","Dunkirk CDP","native_am",9,"2020"
"4716","2424050","Dunkirk CDP","asian",45,"2020"
"4717","2424050","Dunkirk CDP","pac_islander",0,"2020"
"4718","2424050","Dunkirk CDP","hispanic",100,"2020"
"4719","2424200","Eagle Harbor town","total",42,"2020"
"4720","2424200","Eagle Harbor town","white",8,"2020"
"4721","2424200","Eagle Harbor town","black",34,"2020"
"4722","2424200","Eagle Harbor town","native_am",0,"2020"
"4723","2424200","Eagle Harbor town","asian",0,"2020"
"4724","2424200","Eagle Harbor town","pac_islander",0,"2020"
"4725","2424200","Eagle Harbor town","hispanic",2,"2020"
"4726","2424250","Eakles Mill CDP","total",0,"2020"
"4727","2424250","Eakles Mill CDP","white",0,"2020"
"4728","2424250","Eakles Mill CDP","black",0,"2020"
"4729","2424250","Eakles Mill CDP","native_am",0,"2020"
"4730","2424250","Eakles Mill CDP","asian",0,"2020"
"4731","2424250","Eakles Mill CDP","pac_islander",0,"2020"
"4732","2424250","Eakles Mill CDP","hispanic",0,"2020"
"4733","2424450","East New Market town","total",323,"2020"
"4734","2424450","East New Market town","white",251,"2020"
"4735","2424450","East New Market town","black",48,"2020"
"4736","2424450","East New Market town","native_am",0,"2020"
"4737","2424450","East New Market town","asian",0,"2020"
"4738","2424450","East New Market town","pac_islander",0,"2020"
"4739","2424450","East New Market town","hispanic",7,"2020"
"4740","2424475","Easton town","total",16589,"2020"
"4741","2424475","Easton town","white",12031,"2020"
"4742","2424475","Easton town","black",2385,"2020"
"4743","2424475","Easton town","native_am",52,"2020"
"4744","2424475","Easton town","asian",327,"2020"
"4745","2424475","Easton town","pac_islander",0,"2020"
"4746","2424475","Easton town","hispanic",1926,"2020"
"4747","2424650","East Riverdale CDP","total",16395,"2020"
"4748","2424650","East Riverdale CDP","white",3900,"2020"
"4749","2424650","East Riverdale CDP","black",4464,"2020"
"4750","2424650","East Riverdale CDP","native_am",175,"2020"
"4751","2424650","East Riverdale CDP","asian",1091,"2020"
"4752","2424650","East Riverdale CDP","pac_islander",0,"2020"
"4753","2424650","East Riverdale CDP","hispanic",9706,"2020"
"4754","2424825","Eckhart Mines CDP","total",512,"2020"
"4755","2424825","Eckhart Mines CDP","white",512,"2020"
"4756","2424825","Eckhart Mines CDP","black",0,"2020"
"4757","2424825","Eckhart Mines CDP","native_am",0,"2020"
"4758","2424825","Eckhart Mines CDP","asian",0,"2020"
"4759","2424825","Eckhart Mines CDP","pac_islander",0,"2020"
"4760","2424825","Eckhart Mines CDP","hispanic",0,"2020"
"4761","2424850","Eden CDP","total",846,"2020"
"4762","2424850","Eden CDP","white",310,"2020"
"4763","2424850","Eden CDP","black",502,"2020"
"4764","2424850","Eden CDP","native_am",34,"2020"
"4765","2424850","Eden CDP","asian",0,"2020"
"4766","2424850","Eden CDP","pac_islander",0,"2020"
"4767","2424850","Eden CDP","hispanic",7,"2020"
"4768","2424925","Edesville CDP","total",163,"2020"
"4769","2424925","Edesville CDP","white",33,"2020"
"4770","2424925","Edesville CDP","black",86,"2020"
"4771","2424925","Edesville CDP","native_am",0,"2020"
"4772","2424925","Edesville CDP","asian",0,"2020"
"4773","2424925","Edesville CDP","pac_islander",0,"2020"
"4774","2424925","Edesville CDP","hispanic",0,"2020"
"4775","2424950","Edgemere CDP","total",8652,"2020"
"4776","2424950","Edgemere CDP","white",8022,"2020"
"4777","2424950","Edgemere CDP","black",325,"2020"
"4778","2424950","Edgemere CDP","native_am",0,"2020"
"4779","2424950","Edgemere CDP","asian",110,"2020"
"4780","2424950","Edgemere CDP","pac_islander",0,"2020"
"4781","2424950","Edgemere CDP","hispanic",128,"2020"
"4782","2425000","Edgemont CDP","total",277,"2020"
"4783","2425000","Edgemont CDP","white",277,"2020"
"4784","2425000","Edgemont CDP","black",0,"2020"
"4785","2425000","Edgemont CDP","native_am",0,"2020"
"4786","2425000","Edgemont CDP","asian",0,"2020"
"4787","2425000","Edgemont CDP","pac_islander",0,"2020"
"4788","2425000","Edgemont CDP","hispanic",0,"2020"
"4789","2425050","Edgewater CDP","total",8850,"2020"
"4790","2425050","Edgewater CDP","white",8132,"2020"
"4791","2425050","Edgewater CDP","black",432,"2020"
"4792","2425050","Edgewater CDP","native_am",0,"2020"
"4793","2425050","Edgewater CDP","asian",67,"2020"
"4794","2425050","Edgewater CDP","pac_islander",0,"2020"
"4795","2425050","Edgewater CDP","hispanic",802,"2020"
"4796","2425150","Edgewood CDP","total",25065,"2020"
"4797","2425150","Edgewood CDP","white",10361,"2020"
"4798","2425150","Edgewood CDP","black",11736,"2020"
"4799","2425150","Edgewood CDP","native_am",7,"2020"
"4800","2425150","Edgewood CDP","asian",402,"2020"
"4801","2425150","Edgewood CDP","pac_islander",0,"2020"
"4802","2425150","Edgewood CDP","hispanic",2159,"2020"
"4803","2425425","Edmonston town","total",1399,"2020"
"4804","2425425","Edmonston town","white",208,"2020"
"4805","2425425","Edmonston town","black",338,"2020"
"4806","2425425","Edmonston town","native_am",15,"2020"
"4807","2425425","Edmonston town","asian",25,"2020"
"4808","2425425","Edmonston town","pac_islander",0,"2020"
"4809","2425425","Edmonston town","hispanic",852,"2020"
"4810","2425575","Eldersburg CDP","total",30550,"2020"
"4811","2425575","Eldersburg CDP","white",26787,"2020"
"4812","2425575","Eldersburg CDP","black",1347,"2020"
"4813","2425575","Eldersburg CDP","native_am",23,"2020"
"4814","2425575","Eldersburg CDP","asian",1127,"2020"
"4815","2425575","Eldersburg CDP","pac_islander",23,"2020"
"4816","2425575","Eldersburg CDP","hispanic",1207,"2020"
"4817","2425600","Eldorado town","total",76,"2020"
"4818","2425600","Eldorado town","white",63,"2020"
"4819","2425600","Eldorado town","black",13,"2020"
"4820","2425600","Eldorado town","native_am",0,"2020"
"4821","2425600","Eldorado town","asian",0,"2020"
"4822","2425600","Eldorado town","pac_islander",0,"2020"
"4823","2425600","Eldorado town","hispanic",0,"2020"
"4824","2425750","Elkridge CDP","total",21778,"2020"
"4825","2425750","Elkridge CDP","white",9998,"2020"
"4826","2425750","Elkridge CDP","black",6571,"2020"
"4827","2425750","Elkridge CDP","native_am",0,"2020"
"4828","2425750","Elkridge CDP","asian",3986,"2020"
"4829","2425750","Elkridge CDP","pac_islander",0,"2020"
"4830","2425750","Elkridge CDP","hispanic",1569,"2020"
"4831","2425800","Elkton town","total",15653,"2020"
"4832","2425800","Elkton town","white",11542,"2020"
"4833","2425800","Elkton town","black",2464,"2020"
"4834","2425800","Elkton town","native_am",0,"2020"
"4835","2425800","Elkton town","asian",282,"2020"
"4836","2425800","Elkton town","pac_islander",0,"2020"
"4837","2425800","Elkton town","hispanic",1483,"2020"
"4838","2425925","Ellerslie CDP","total",629,"2020"
"4839","2425925","Ellerslie CDP","white",626,"2020"
"4840","2425925","Ellerslie CDP","black",0,"2020"
"4841","2425925","Ellerslie CDP","native_am",0,"2020"
"4842","2425925","Ellerslie CDP","asian",0,"2020"
"4843","2425925","Ellerslie CDP","pac_islander",0,"2020"
"4844","2425925","Ellerslie CDP","hispanic",3,"2020"
"4845","2426000","Ellicott City CDP","total",73272,"2020"
"4846","2426000","Ellicott City CDP","white",41122,"2020"
"4847","2426000","Ellicott City CDP","black",6368,"2020"
"4848","2426000","Ellicott City CDP","native_am",181,"2020"
"4849","2426000","Ellicott City CDP","asian",21245,"2020"
"4850","2426000","Ellicott City CDP","pac_islander",19,"2020"
"4851","2426000","Ellicott City CDP","hispanic",2625,"2020"
"4852","2426025","Elliott CDP","total",38,"2020"
"4853","2426025","Elliott CDP","white",38,"2020"
"4854","2426025","Elliott CDP","black",0,"2020"
"4855","2426025","Elliott CDP","native_am",0,"2020"
"4856","2426025","Elliott CDP","asian",0,"2020"
"4857","2426025","Elliott CDP","pac_islander",0,"2020"
"4858","2426025","Elliott CDP","hispanic",0,"2020"
"4859","2426200","Emmitsburg town","total",3156,"2020"
"4860","2426200","Emmitsburg town","white",2825,"2020"
"4861","2426200","Emmitsburg town","black",245,"2020"
"4862","2426200","Emmitsburg town","native_am",0,"2020"
"4863","2426200","Emmitsburg town","asian",0,"2020"
"4864","2426200","Emmitsburg town","pac_islander",0,"2020"
"4865","2426200","Emmitsburg town","hispanic",163,"2020"
"4866","2426550","Ernstville CDP","total",25,"2020"
"4867","2426550","Ernstville CDP","white",25,"2020"
"4868","2426550","Ernstville CDP","black",0,"2020"
"4869","2426550","Ernstville CDP","native_am",0,"2020"
"4870","2426550","Ernstville CDP","asian",0,"2020"
"4871","2426550","Ernstville CDP","pac_islander",0,"2020"
"4872","2426550","Ernstville CDP","hispanic",0,"2020"
"4873","2426600","Essex CDP","total",39307,"2020"
"4874","2426600","Essex CDP","white",23764,"2020"
"4875","2426600","Essex CDP","black",12989,"2020"
"4876","2426600","Essex CDP","native_am",45,"2020"
"4877","2426600","Essex CDP","asian",580,"2020"
"4878","2426600","Essex CDP","pac_islander",0,"2020"
"4879","2426600","Essex CDP","hispanic",1745,"2020"
"4880","2427250","Fairland CDP","total",25649,"2020"
"4881","2427250","Fairland CDP","white",4322,"2020"
"4882","2427250","Fairland CDP","black",15323,"2020"
"4883","2427250","Fairland CDP","native_am",63,"2020"
"4884","2427250","Fairland CDP","asian",3509,"2020"
"4885","2427250","Fairland CDP","pac_islander",0,"2020"
"4886","2427250","Fairland CDP","hispanic",3434,"2020"
"4887","2427325","Fairlee CDP","total",519,"2020"
"4888","2427325","Fairlee CDP","white",209,"2020"
"4889","2427325","Fairlee CDP","black",247,"2020"
"4890","2427325","Fairlee CDP","native_am",0,"2020"
"4891","2427325","Fairlee CDP","asian",0,"2020"
"4892","2427325","Fairlee CDP","pac_islander",0,"2020"
"4893","2427325","Fairlee CDP","hispanic",7,"2020"
"4894","2427375","Fairmount CDP","total",412,"2020"
"4895","2427375","Fairmount CDP","white",246,"2020"
"4896","2427375","Fairmount CDP","black",73,"2020"
"4897","2427375","Fairmount CDP","native_am",0,"2020"
