"","GEOID","Place","race","estimate","year"
"6518","2463950","Prince Frederick CDP","total",2709,"2020"
"6519","2463950","Prince Frederick CDP","white",1437,"2020"
"6520","2463950","Prince Frederick CDP","black",822,"2020"
"6521","2463950","Prince Frederick CDP","native_am",4,"2020"
"6522","2463950","Prince Frederick CDP","asian",169,"2020"
"6523","2463950","Prince Frederick CDP","pac_islander",0,"2020"
"6524","2463950","Prince Frederick CDP","hispanic",294,"2020"
"6525","2464000","Princess Anne town","total",3525,"2020"
"6526","2464000","Princess Anne town","white",668,"2020"
"6527","2464000","Princess Anne town","black",2759,"2020"
"6528","2464000","Princess Anne town","native_am",4,"2020"
"6529","2464000","Princess Anne town","asian",8,"2020"
"6530","2464000","Princess Anne town","pac_islander",0,"2020"
"6531","2464000","Princess Anne town","hispanic",349,"2020"
"6532","2464375","Pylesville CDP","total",1015,"2020"
"6533","2464375","Pylesville CDP","white",1015,"2020"
"6534","2464375","Pylesville CDP","black",0,"2020"
"6535","2464375","Pylesville CDP","native_am",0,"2020"
"6536","2464375","Pylesville CDP","asian",0,"2020"
"6537","2464375","Pylesville CDP","pac_islander",0,"2020"
"6538","2464375","Pylesville CDP","hispanic",0,"2020"
"6539","2464475","Quantico CDP","total",199,"2020"
"6540","2464475","Quantico CDP","white",199,"2020"
"6541","2464475","Quantico CDP","black",0,"2020"
"6542","2464475","Quantico CDP","native_am",0,"2020"
"6543","2464475","Quantico CDP","asian",0,"2020"
"6544","2464475","Quantico CDP","pac_islander",0,"2020"
"6545","2464475","Quantico CDP","hispanic",0,"2020"
"6546","2464495","Queen Anne CDP","total",1183,"2020"
"6547","2464495","Queen Anne CDP","white",565,"2020"
"6548","2464495","Queen Anne CDP","black",592,"2020"
"6549","2464495","Queen Anne CDP","native_am",0,"2020"
"6550","2464495","Queen Anne CDP","asian",0,"2020"
"6551","2464495","Queen Anne CDP","pac_islander",0,"2020"
"6552","2464495","Queen Anne CDP","hispanic",169,"2020"
"6553","2464500","Queen Anne town","total",213,"2020"
"6554","2464500","Queen Anne town","white",184,"2020"
"6555","2464500","Queen Anne town","black",16,"2020"
"6556","2464500","Queen Anne town","native_am",3,"2020"
"6557","2464500","Queen Anne town","asian",10,"2020"
"6558","2464500","Queen Anne town","pac_islander",0,"2020"
"6559","2464500","Queen Anne town","hispanic",11,"2020"
"6560","2464568","Queensland CDP","total",1792,"2020"
"6561","2464568","Queensland CDP","white",210,"2020"
"6562","2464568","Queensland CDP","black",1467,"2020"
"6563","2464568","Queensland CDP","native_am",0,"2020"
"6564","2464568","Queensland CDP","asian",37,"2020"
"6565","2464568","Queensland CDP","pac_islander",0,"2020"
"6566","2464568","Queensland CDP","hispanic",51,"2020"
"6567","2464600","Queenstown town","total",950,"2020"
"6568","2464600","Queenstown town","white",771,"2020"
"6569","2464600","Queenstown town","black",13,"2020"
"6570","2464600","Queenstown town","native_am",0,"2020"
"6571","2464600","Queenstown town","asian",0,"2020"
"6572","2464600","Queenstown town","pac_islander",0,"2020"
"6573","2464600","Queenstown town","hispanic",408,"2020"
"6574","2464950","Randallstown CDP","total",35661,"2020"
"6575","2464950","Randallstown CDP","white",4798,"2020"
"6576","2464950","Randallstown CDP","black",28381,"2020"
"6577","2464950","Randallstown CDP","native_am",98,"2020"
"6578","2464950","Randallstown CDP","asian",651,"2020"
"6579","2464950","Randallstown CDP","pac_islander",6,"2020"
"6580","2464950","Randallstown CDP","hispanic",957,"2020"
"6581","2465150","Rawlings CDP","total",370,"2020"
"6582","2465150","Rawlings CDP","white",370,"2020"
"6583","2465150","Rawlings CDP","black",0,"2020"
"6584","2465150","Rawlings CDP","native_am",0,"2020"
"6585","2465150","Rawlings CDP","asian",0,"2020"
"6586","2465150","Rawlings CDP","pac_islander",0,"2020"
"6587","2465150","Rawlings CDP","hispanic",0,"2020"
"6588","2465312","Redland CDP","total",17475,"2020"
"6589","2465312","Redland CDP","white",9126,"2020"
"6590","2465312","Redland CDP","black",1770,"2020"
"6591","2465312","Redland CDP","native_am",55,"2020"
"6592","2465312","Redland CDP","asian",2905,"2020"
"6593","2465312","Redland CDP","pac_islander",46,"2020"
"6594","2465312","Redland CDP","hispanic",5456,"2020"
"6595","2465550","Reid CDP","total",0,"2020"
"6596","2465550","Reid CDP","white",0,"2020"
"6597","2465550","Reid CDP","black",0,"2020"
"6598","2465550","Reid CDP","native_am",0,"2020"
"6599","2465550","Reid CDP","asian",0,"2020"
"6600","2465550","Reid CDP","pac_islander",0,"2020"
"6601","2465550","Reid CDP","hispanic",0,"2020"
"6602","2465600","Reisterstown CDP","total",27804,"2020"
"6603","2465600","Reisterstown CDP","white",13691,"2020"
"6604","2465600","Reisterstown CDP","black",10146,"2020"
"6605","2465600","Reisterstown CDP","native_am",31,"2020"
"6606","2465600","Reisterstown CDP","asian",2088,"2020"
"6607","2465600","Reisterstown CDP","pac_islander",0,"2020"
"6608","2465600","Reisterstown CDP","hispanic",2366,"2020"
"6609","2466000","Ridgely town","total",1956,"2020"
"6610","2466000","Ridgely town","white",1547,"2020"
"6611","2466000","Ridgely town","black",288,"2020"
"6612","2466000","Ridgely town","native_am",0,"2020"
"6613","2466000","Ridgely town","asian",20,"2020"
"6614","2466000","Ridgely town","pac_islander",0,"2020"
"6615","2466000","Ridgely town","hispanic",216,"2020"
"6616","2466150","Ringgold CDP","total",90,"2020"
"6617","2466150","Ringgold CDP","white",90,"2020"
"6618","2466150","Ringgold CDP","black",0,"2020"
"6619","2466150","Ringgold CDP","native_am",0,"2020"
"6620","2466150","Ringgold CDP","asian",0,"2020"
"6621","2466150","Ringgold CDP","pac_islander",0,"2020"
"6622","2466150","Ringgold CDP","hispanic",0,"2020"
"6623","2466275","Rising Sun town","total",2790,"2020"
"6624","2466275","Rising Sun town","white",2539,"2020"
"6625","2466275","Rising Sun town","black",20,"2020"
"6626","2466275","Rising Sun town","native_am",0,"2020"
"6627","2466275","Rising Sun town","asian",0,"2020"
"6628","2466275","Rising Sun town","pac_islander",0,"2020"
"6629","2466275","Rising Sun town","hispanic",111,"2020"
"6630","2466400","Riva CDP","total",4321,"2020"
"6631","2466400","Riva CDP","white",4198,"2020"
"6632","2466400","Riva CDP","black",44,"2020"
"6633","2466400","Riva CDP","native_am",0,"2020"
"6634","2466400","Riva CDP","asian",19,"2020"
"6635","2466400","Riva CDP","pac_islander",0,"2020"
"6636","2466400","Riva CDP","hispanic",260,"2020"
"6637","2466635","Riverdale Park town","total",7216,"2020"
"6638","2466635","Riverdale Park town","white",1702,"2020"
"6639","2466635","Riverdale Park town","black",1503,"2020"
"6640","2466635","Riverdale Park town","native_am",100,"2020"
"6641","2466635","Riverdale Park town","asian",113,"2020"
"6642","2466635","Riverdale Park town","pac_islander",0,"2020"
"6643","2466635","Riverdale Park town","hispanic",4006,"2020"
"6644","2466762","Riverside CDP","total",5888,"2020"
"6645","2466762","Riverside CDP","white",3728,"2020"
"6646","2466762","Riverside CDP","black",1429,"2020"
"6647","2466762","Riverside CDP","native_am",0,"2020"
"6648","2466762","Riverside CDP","asian",222,"2020"
"6649","2466762","Riverside CDP","pac_islander",6,"2020"
"6650","2466762","Riverside CDP","hispanic",418,"2020"
"6651","2466850","Riviera Beach CDP","total",12780,"2020"
"6652","2466850","Riviera Beach CDP","white",10924,"2020"
"6653","2466850","Riviera Beach CDP","black",834,"2020"
"6654","2466850","Riviera Beach CDP","native_am",0,"2020"
"6655","2466850","Riviera Beach CDP","asian",286,"2020"
"6656","2466850","Riviera Beach CDP","pac_islander",0,"2020"
"6657","2466850","Riviera Beach CDP","hispanic",154,"2020"
"6658","2467000","Robinwood CDP","total",7482,"2020"
"6659","2467000","Robinwood CDP","white",5279,"2020"
"6660","2467000","Robinwood CDP","black",765,"2020"
"6661","2467000","Robinwood CDP","native_am",0,"2020"
"6662","2467000","Robinwood CDP","asian",487,"2020"
"6663","2467000","Robinwood CDP","pac_islander",18,"2020"
"6664","2467000","Robinwood CDP","hispanic",982,"2020"
"6665","2467400","Rock Hall town","total",1563,"2020"
"6666","2467400","Rock Hall town","white",1295,"2020"
"6667","2467400","Rock Hall town","black",193,"2020"
"6668","2467400","Rock Hall town","native_am",2,"2020"
"6669","2467400","Rock Hall town","asian",1,"2020"
"6670","2467400","Rock Hall town","pac_islander",1,"2020"
"6671","2467400","Rock Hall town","hispanic",18,"2020"
"6672","2467500","Rock Point CDP","total",63,"2020"
"6673","2467500","Rock Point CDP","white",53,"2020"
"6674","2467500","Rock Point CDP","black",10,"2020"
"6675","2467500","Rock Point CDP","native_am",0,"2020"
"6676","2467500","Rock Point CDP","asian",0,"2020"
"6677","2467500","Rock Point CDP","pac_islander",0,"2020"
"6678","2467500","Rock Point CDP","hispanic",0,"2020"
"6679","2467675","Rockville city","total",68155,"2020"
"6680","2467675","Rockville city","white",38236,"2020"
"6681","2467675","Rockville city","black",7480,"2020"
"6682","2467675","Rockville city","native_am",185,"2020"
"6683","2467675","Rockville city","asian",13507,"2020"
"6684","2467675","Rockville city","pac_islander",0,"2020"
"6685","2467675","Rockville city","hispanic",10491,"2020"
"6686","2467950","Rohrersville CDP","total",280,"2020"
"6687","2467950","Rohrersville CDP","white",280,"2020"
"6688","2467950","Rohrersville CDP","black",0,"2020"
"6689","2467950","Rohrersville CDP","native_am",0,"2020"
"6690","2467950","Rohrersville CDP","asian",0,"2020"
"6691","2467950","Rohrersville CDP","pac_islander",0,"2020"
"6692","2467950","Rohrersville CDP","hispanic",0,"2020"
"6693","2468265","Romancoke CDP","total",1717,"2020"
"6694","2468265","Romancoke CDP","white",1652,"2020"
"6695","2468265","Romancoke CDP","black",18,"2020"
"6696","2468265","Romancoke CDP","native_am",0,"2020"
"6697","2468265","Romancoke CDP","asian",0,"2020"
"6698","2468265","Romancoke CDP","pac_islander",0,"2020"
"6699","2468265","Romancoke CDP","hispanic",0,"2020"
"6700","2468300","Rosaryville CDP","total",11344,"2020"
"6701","2468300","Rosaryville CDP","white",1005,"2020"
"6702","2468300","Rosaryville CDP","black",8981,"2020"
"6703","2468300","Rosaryville CDP","native_am",0,"2020"
"6704","2468300","Rosaryville CDP","asian",146,"2020"
"6705","2468300","Rosaryville CDP","pac_islander",0,"2020"
"6706","2468300","Rosaryville CDP","hispanic",380,"2020"
"6707","2468400","Rosedale CDP","total",19963,"2020"
"6708","2468400","Rosedale CDP","white",10495,"2020"
"6709","2468400","Rosedale CDP","black",7940,"2020"
"6710","2468400","Rosedale CDP","native_am",40,"2020"
"6711","2468400","Rosedale CDP","asian",832,"2020"
"6712","2468400","Rosedale CDP","pac_islander",48,"2020"
"6713","2468400","Rosedale CDP","hispanic",1335,"2020"
"6714","2468600","Rosemont village","total",325,"2020"
"6715","2468600","Rosemont village","white",319,"2020"
"6716","2468600","Rosemont village","black",5,"2020"
"6717","2468600","Rosemont village","native_am",1,"2020"
"6718","2468600","Rosemont village","asian",0,"2020"
"6719","2468600","Rosemont village","pac_islander",0,"2020"
"6720","2468600","Rosemont village","hispanic",3,"2020"
"6721","2468700","Rossville CDP","total",15993,"2020"
"6722","2468700","Rossville CDP","white",7246,"2020"
"6723","2468700","Rossville CDP","black",5940,"2020"
"6724","2468700","Rossville CDP","native_am",0,"2020"
"6725","2468700","Rossville CDP","asian",1812,"2020"
"6726","2468700","Rossville CDP","pac_islander",0,"2020"
"6727","2468700","Rossville CDP","hispanic",2026,"2020"
"6728","2469200","Sabillasville CDP","total",390,"2020"
"6729","2469200","Sabillasville CDP","white",318,"2020"
"6730","2469200","Sabillasville CDP","black",36,"2020"
"6731","2469200","Sabillasville CDP","native_am",0,"2020"
"6732","2469200","Sabillasville CDP","asian",0,"2020"
"6733","2469200","Sabillasville CDP","pac_islander",0,"2020"
"6734","2469200","Sabillasville CDP","hispanic",32,"2020"
"6735","2469425","St. George Island CDP","total",426,"2020"
"6736","2469425","St. George Island CDP","white",366,"2020"
"6737","2469425","St. George Island CDP","black",0,"2020"
"6738","2469425","St. George Island CDP","native_am",0,"2020"
"6739","2469425","St. George Island CDP","asian",0,"2020"
"6740","2469425","St. George Island CDP","pac_islander",0,"2020"
"6741","2469425","St. George Island CDP","hispanic",0,"2020"
"6742","2469550","St. James CDP","total",3567,"2020"
"6743","2469550","St. James CDP","white",2639,"2020"
"6744","2469550","St. James CDP","black",606,"2020"
"6745","2469550","St. James CDP","native_am",0,"2020"
"6746","2469550","St. James CDP","asian",116,"2020"
"6747","2469550","St. James CDP","pac_islander",10,"2020"
"6748","2469550","St. James CDP","hispanic",77,"2020"
"6749","2469675","St. Leonard CDP","total",549,"2020"
"6750","2469675","St. Leonard CDP","white",540,"2020"
"6751","2469675","St. Leonard CDP","black",9,"2020"
"6752","2469675","St. Leonard CDP","native_am",0,"2020"
"6753","2469675","St. Leonard CDP","asian",0,"2020"
"6754","2469675","St. Leonard CDP","pac_islander",0,"2020"
"6755","2469675","St. Leonard CDP","hispanic",62,"2020"
"6756","2469825","St. Michaels town","total",1311,"2020"
"6757","2469825","St. Michaels town","white",972,"2020"
"6758","2469825","St. Michaels town","black",252,"2020"
"6759","2469825","St. Michaels town","native_am",3,"2020"
"6760","2469825","St. Michaels town","asian",14,"2020"
"6761","2469825","St. Michaels town","pac_islander",0,"2020"
"6762","2469825","St. Michaels town","hispanic",84,"2020"
"6763","2469925","Salisbury city","total",32850,"2020"
"6764","2469925","Salisbury city","white",16479,"2020"
"6765","2469925","Salisbury city","black",13093,"2020"
"6766","2469925","Salisbury city","native_am",83,"2020"
"6767","2469925","Salisbury city","asian",1348,"2020"
"6768","2469925","Salisbury city","pac_islander",6,"2020"
"6769","2469925","Salisbury city","hispanic",1715,"2020"
"6770","2470175","Sandy Hook CDP","total",193,"2020"
"6771","2470175","Sandy Hook CDP","white",193,"2020"
"6772","2470175","Sandy Hook CDP","black",0,"2020"
"6773","2470175","Sandy Hook CDP","native_am",0,"2020"
"6774","2470175","Sandy Hook CDP","asian",0,"2020"
"6775","2470175","Sandy Hook CDP","pac_islander",0,"2020"
"6776","2470175","Sandy Hook CDP","hispanic",0,"2020"
"6777","2470300","San Mar CDP","total",318,"2020"
"6778","2470300","San Mar CDP","white",292,"2020"
"6779","2470300","San Mar CDP","black",21,"2020"
"6780","2470300","San Mar CDP","native_am",0,"2020"
"6781","2470300","San Mar CDP","asian",0,"2020"
"6782","2470300","San Mar CDP","pac_islander",0,"2020"
"6783","2470300","San Mar CDP","hispanic",14,"2020"
"6784","2470475","Savage CDP","total",6849,"2020"
"6785","2470475","Savage CDP","white",3768,"2020"
"6786","2470475","Savage CDP","black",2575,"2020"
"6787","2470475","Savage CDP","native_am",0,"2020"
"6788","2470475","Savage CDP","asian",235,"2020"
"6789","2470475","Savage CDP","pac_islander",0,"2020"
"6790","2470475","Savage CDP","hispanic",491,"2020"
"6791","2470525","Scaggsville CDP","total",9948,"2020"
"6792","2470525","Scaggsville CDP","white",5567,"2020"
"6793","2470525","Scaggsville CDP","black",1342,"2020"
"6794","2470525","Scaggsville CDP","native_am",10,"2020"
"6795","2470525","Scaggsville CDP","asian",2206,"2020"
"6796","2470525","Scaggsville CDP","pac_islander",0,"2020"
"6797","2470525","Scaggsville CDP","hispanic",352,"2020"
"6798","2470775","Seabrook CDP","total",19020,"2020"
"6799","2470775","Seabrook CDP","white",1675,"2020"
"6800","2470775","Seabrook CDP","black",12109,"2020"
"6801","2470775","Seabrook CDP","native_am",19,"2020"
"6802","2470775","Seabrook CDP","asian",1223,"2020"
"6803","2470775","Seabrook CDP","pac_islander",0,"2020"
"6804","2470775","Seabrook CDP","hispanic",4734,"2020"
"6805","2470850","Seat Pleasant city","total",4753,"2020"
"6806","2470850","Seat Pleasant city","white",194,"2020"
"6807","2470850","Seat Pleasant city","black",3862,"2020"
"6808","2470850","Seat Pleasant city","native_am",127,"2020"
"6809","2470850","Seat Pleasant city","asian",50,"2020"
"6810","2470850","Seat Pleasant city","pac_islander",0,"2020"
"6811","2470850","Seat Pleasant city","hispanic",772,"2020"
"6812","2470900","Secretary town","total",497,"2020"
"6813","2470900","Secretary town","white",447,"2020"
"6814","2470900","Secretary town","black",3,"2020"
"6815","2470900","Secretary town","native_am",0,"2020"
"6816","2470900","Secretary town","asian",3,"2020"
"6817","2470900","Secretary town","pac_islander",0,"2020"
"6818","2470900","Secretary town","hispanic",58,"2020"
"6819","2471150","Severn CDP","total",53374,"2020"
"6820","2471150","Severn CDP","white",25747,"2020"
"6821","2471150","Severn CDP","black",17340,"2020"
"6822","2471150","Severn CDP","native_am",47,"2020"
"6823","2471150","Severn CDP","asian",5131,"2020"
"6824","2471150","Severn CDP","pac_islander",0,"2020"
"6825","2471150","Severn CDP","hispanic",4081,"2020"
"6826","2471200","Severna Park CDP","total",38729,"2020"
"6827","2471200","Severna Park CDP","white",34658,"2020"
"6828","2471200","Severna Park CDP","black",938,"2020"
"6829","2471200","Severna Park CDP","native_am",70,"2020"
"6830","2471200","Severna Park CDP","asian",1308,"2020"
"6831","2471200","Severna Park CDP","pac_islander",0,"2020"
"6832","2471200","Severna Park CDP","hispanic",1232,"2020"
"6833","2471450","Shady Side CDP","total",4885,"2020"
"6834","2471450","Shady Side CDP","white",4001,"2020"
"6835","2471450","Shady Side CDP","black",545,"2020"
"6836","2471450","Shady Side CDP","native_am",0,"2020"
"6837","2471450","Shady Side CDP","asian",117,"2020"
"6838","2471450","Shady Side CDP","pac_islander",0,"2020"
"6839","2471450","Shady Side CDP","hispanic",138,"2020"
"6840","2471460","Shaft CDP","total",291,"2020"
"6841","2471460","Shaft CDP","white",291,"2020"
"6842","2471460","Shaft CDP","black",0,"2020"
"6843","2471460","Shaft CDP","native_am",0,"2020"
"6844","2471460","Shaft CDP","asian",0,"2020"
"6845","2471460","Shaft CDP","pac_islander",0,"2020"
"6846","2471460","Shaft CDP","hispanic",0,"2020"
"6847","2471600","Sharpsburg town","total",708,"2020"
"6848","2471600","Sharpsburg town","white",693,"2020"
"6849","2471600","Sharpsburg town","black",0,"2020"
"6850","2471600","Sharpsburg town","native_am",0,"2020"
"6851","2471600","Sharpsburg town","asian",1,"2020"
"6852","2471600","Sharpsburg town","pac_islander",0,"2020"
"6853","2471600","Sharpsburg town","hispanic",11,"2020"
"6854","2471650","Sharptown town","total",687,"2020"
"6855","2471650","Sharptown town","white",649,"2020"
"6856","2471650","Sharptown town","black",28,"2020"
"6857","2471650","Sharptown town","native_am",0,"2020"
"6858","2471650","Sharptown town","asian",0,"2020"
"6859","2471650","Sharptown town","pac_islander",0,"2020"
"6860","2471650","Sharptown town","hispanic",10,"2020"
"6861","2472350","Silver Hill CDP","total",5155,"2020"
"6862","2472350","Silver Hill CDP","white",98,"2020"
"6863","2472350","Silver Hill CDP","black",4859,"2020"
"6864","2472350","Silver Hill CDP","native_am",5,"2020"
"6865","2472350","Silver Hill CDP","asian",35,"2020"
"6866","2472350","Silver Hill CDP","pac_islander",0,"2020"
"6867","2472350","Silver Hill CDP","hispanic",177,"2020"
"6868","2472450","Silver Spring CDP","total",81069,"2020"
"6869","2472450","Silver Spring CDP","white",32689,"2020"
"6870","2472450","Silver Spring CDP","black",23383,"2020"
"6871","2472450","Silver Spring CDP","native_am",214,"2020"
"6872","2472450","Silver Spring CDP","asian",5777,"2020"
"6873","2472450","Silver Spring CDP","pac_islander",30,"2020"
"6874","2472450","Silver Spring CDP","hispanic",21087,"2020"
"6875","2472887","Smith Island CDP","total",261,"2020"
"6876","2472887","Smith Island CDP","white",261,"2020"
"6877","2472887","Smith Island CDP","black",0,"2020"
"6878","2472887","Smith Island CDP","native_am",0,"2020"
"6879","2472887","Smith Island CDP","asian",0,"2020"
"6880","2472887","Smith Island CDP","pac_islander",0,"2020"
"6881","2472887","Smith Island CDP","hispanic",0,"2020"
"6882","2472900","Smithsburg town","total",2977,"2020"
"6883","2472900","Smithsburg town","white",2685,"2020"
"6884","2472900","Smithsburg town","black",125,"2020"
"6885","2472900","Smithsburg town","native_am",0,"2020"
"6886","2472900","Smithsburg town","asian",88,"2020"
"6887","2472900","Smithsburg town","pac_islander",0,"2020"
"6888","2472900","Smithsburg town","hispanic",45,"2020"
"6889","2473075","Snow Hill town","total",2206,"2020"
"6890","2473075","Snow Hill town","white",1340,"2020"
"6891","2473075","Snow Hill town","black",736,"2020"
"6892","2473075","Snow Hill town","native_am",0,"2020"
"6893","2473075","Snow Hill town","asian",0,"2020"
"6894","2473075","Snow Hill town","pac_islander",0,"2020"
"6895","2473075","Snow Hill town","hispanic",9,"2020"
"6896","2473325","Solomons CDP","total",2470,"2020"
"6897","2473325","Solomons CDP","white",2411,"2020"
"6898","2473325","Solomons CDP","black",59,"2020"
"6899","2473325","Solomons CDP","native_am",0,"2020"
"6900","2473325","Solomons CDP","asian",0,"2020"
"6901","2473325","Solomons CDP","pac_islander",0,"2020"
"6902","2473325","Solomons CDP","hispanic",0,"2020"
"6903","2473350","Somerset town","total",952,"2020"
"6904","2473350","Somerset town","white",886,"2020"
"6905","2473350","Somerset town","black",23,"2020"
"6906","2473350","Somerset town","native_am",0,"2020"
"6907","2473350","Somerset town","asian",31,"2020"
"6908","2473350","Somerset town","pac_islander",0,"2020"
"6909","2473350","Somerset town","hispanic",85,"2020"
"6910","2473600","South Kensington CDP","total",8494,"2020"
"6911","2473600","South Kensington CDP","white",7052,"2020"
"6912","2473600","South Kensington CDP","black",372,"2020"
"6913","2473600","South Kensington CDP","native_am",7,"2020"
"6914","2473600","South Kensington CDP","asian",389,"2020"
"6915","2473600","South Kensington CDP","pac_islander",12,"2020"
"6916","2473600","South Kensington CDP","hispanic",447,"2020"
"6917","2473650","South Laurel CDP","total",27593,"2020"
"6918","2473650","South Laurel CDP","white",4834,"2020"
"6919","2473650","South Laurel CDP","black",18054,"2020"
"6920","2473650","South Laurel CDP","native_am",41,"2020"
"6921","2473650","South Laurel CDP","asian",1393,"2020"
"6922","2473650","South Laurel CDP","pac_islander",0,"2020"
"6923","2473650","South Laurel CDP","hispanic",3831,"2020"
"6924","2474050","Spencerville CDP","total",1653,"2020"
"6925","2474050","Spencerville CDP","white",718,"2020"
"6926","2474050","Spencerville CDP","black",531,"2020"
"6927","2474050","Spencerville CDP","native_am",0,"2020"
"6928","2474050","Spencerville CDP","asian",223,"2020"
"6929","2474050","Spencerville CDP","pac_islander",0,"2020"
"6930","2474050","Spencerville CDP","hispanic",316,"2020"
"6931","2474282","Springdale CDP","total",4762,"2020"
"6932","2474282","Springdale CDP","white",238,"2020"
"6933","2474282","Springdale CDP","black",3827,"2020"
"6934","2474282","Springdale CDP","native_am",64,"2020"
"6935","2474282","Springdale CDP","asian",69,"2020"
"6936","2474282","Springdale CDP","pac_islander",0,"2020"
"6937","2474282","Springdale CDP","hispanic",738,"2020"
"6938","2474350","Spring Gap CDP","total",38,"2020"
"6939","2474350","Spring Gap CDP","white",38,"2020"
"6940","2474350","Spring Gap CDP","black",0,"2020"
"6941","2474350","Spring Gap CDP","native_am",0,"2020"
"6942","2474350","Spring Gap CDP","asian",0,"2020"
"6943","2474350","Spring Gap CDP","pac_islander",0,"2020"
"6944","2474350","Spring Gap CDP","hispanic",0,"2020"
"6945","2474560","Spring Ridge CDP","total",5612,"2020"
"6946","2474560","Spring Ridge CDP","white",4975,"2020"
"6947","2474560","Spring Ridge CDP","black",310,"2020"
"6948","2474560","Spring Ridge CDP","native_am",9,"2020"
"6949","2474560","Spring Ridge CDP","asian",125,"2020"
"6950","2474560","Spring Ridge CDP","pac_islander",0,"2020"
"6951","2474560","Spring Ridge CDP","hispanic",328,"2020"
"6952","2475025","Stevensville CDP","total",8145,"2020"
"6953","2475025","Stevensville CDP","white",7026,"2020"
"6954","2475025","Stevensville CDP","black",418,"2020"
"6955","2475025","Stevensville CDP","native_am",0,"2020"
"6956","2475025","Stevensville CDP","asian",341,"2020"
"6957","2475025","Stevensville CDP","pac_islander",0,"2020"
"6958","2475025","Stevensville CDP","hispanic",408,"2020"
"6959","2475150","Still Pond CDP","total",119,"2020"
"6960","2475150","Still Pond CDP","white",119,"2020"
"6961","2475150","Still Pond CDP","black",0,"2020"
"6962","2475150","Still Pond CDP","native_am",0,"2020"
"6963","2475150","Still Pond CDP","asian",0,"2020"
"6964","2475150","Still Pond CDP","pac_islander",0,"2020"
"6965","2475150","Still Pond CDP","hispanic",0,"2020"
"6966","2475200","Stockton CDP","total",59,"2020"
"6967","2475200","Stockton CDP","white",26,"2020"
"6968","2475200","Stockton CDP","black",15,"2020"
"6969","2475200","Stockton CDP","native_am",0,"2020"
"6970","2475200","Stockton CDP","asian",0,"2020"
"6971","2475200","Stockton CDP","pac_islander",0,"2020"
"6972","2475200","Stockton CDP","hispanic",0,"2020"
"6973","2475650","Sudlersville town","total",423,"2020"
"6974","2475650","Sudlersville town","white",362,"2020"
"6975","2475650","Sudlersville town","black",39,"2020"
"6976","2475650","Sudlersville town","native_am",0,"2020"
"6977","2475650","Sudlersville town","asian",0,"2020"
"6978","2475650","Sudlersville town","pac_islander",0,"2020"
"6979","2475650","Sudlersville town","hispanic",0,"2020"
"6980","2475725","Suitland CDP","total",25273,"2020"
"6981","2475725","Suitland CDP","white",850,"2020"
"6982","2475725","Suitland CDP","black",22152,"2020"
"6983","2475725","Suitland CDP","native_am",0,"2020"
"6984","2475725","Suitland CDP","asian",213,"2020"
"6985","2475725","Suitland CDP","pac_islander",0,"2020"
"6986","2475725","Suitland CDP","hispanic",2113,"2020"
"6987","2475810","Summerfield CDP","total",14477,"2020"
"6988","2475810","Summerfield CDP","white",474,"2020"
"6989","2475810","Summerfield CDP","black",12734,"2020"
"6990","2475810","Summerfield CDP","native_am",20,"2020"
"6991","2475810","Summerfield CDP","asian",140,"2020"
"6992","2475810","Summerfield CDP","pac_islander",0,"2020"
"6993","2475810","Summerfield CDP","hispanic",1347,"2020"
"6994","2476450","Swanton CDP","total",0,"2020"
"6995","2476450","Swanton CDP","white",0,"2020"
"6996","2476450","Swanton CDP","black",0,"2020"
"6997","2476450","Swanton CDP","native_am",0,"2020"
"6998","2476450","Swanton CDP","asian",0,"2020"
"6999","2476450","Swanton CDP","pac_islander",0,"2020"
"7000","2476450","Swanton CDP","hispanic",0,"2020"
"7001","2476550","Sykesville town","total",3948,"2020"
"7002","2476550","Sykesville town","white",3224,"2020"
"7003","2476550","Sykesville town","black",435,"2020"
"7004","2476550","Sykesville town","native_am",0,"2020"
"7005","2476550","Sykesville town","asian",68,"2020"
"7006","2476550","Sykesville town","pac_islander",0,"2020"
"7007","2476550","Sykesville town","hispanic",142,"2020"
"7008","2476650","Takoma Park city","total",17703,"2020"
"7009","2476650","Takoma Park city","white",8188,"2020"
"7010","2476650","Takoma Park city","black",6384,"2020"
"7011","2476650","Takoma Park city","native_am",86,"2020"
"7012","2476650","Takoma Park city","asian",830,"2020"
"7013","2476650","Takoma Park city","pac_islander",0,"2020"
"7014","2476650","Takoma Park city","hispanic",2012,"2020"
"7015","2476675","Tall Timbers CDP","total",570,"2020"
"7016","2476675","Tall Timbers CDP","white",509,"2020"
"7017","2476675","Tall Timbers CDP","black",34,"2020"
"7018","2476675","Tall Timbers CDP","native_am",0,"2020"
"7019","2476675","Tall Timbers CDP","asian",27,"2020"
"7020","2476675","Tall Timbers CDP","pac_islander",0,"2020"
"7021","2476675","Tall Timbers CDP","hispanic",0,"2020"
"7022","2476725","Taneytown city","total",6837,"2020"
"7023","2476725","Taneytown city","white",6263,"2020"
"7024","2476725","Taneytown city","black",430,"2020"
"7025","2476725","Taneytown city","native_am",14,"2020"
"7026","2476725","Taneytown city","asian",57,"2020"
"7027","2476725","Taneytown city","pac_islander",0,"2020"
"7028","2476725","Taneytown city","hispanic",128,"2020"
"7029","2476925","Taylors Island CDP","total",83,"2020"
"7030","2476925","Taylors Island CDP","white",69,"2020"
